genes	cpgs	mean_max_frequency_weight
ENSG00000231105	cg00000714	3699919.4712953027
ENSG00000227535	cg00000292	3692645.043376539
ENSG00000179833	cg00003202	3655689.563098066
ENSG00000266644	cg00002591	3642467.797499588
ENSG00000236893	cg00001249	3632332.490229957
ENSG00000269416	cg00001687	3631908.1638534293
ENSG00000146083	cg00003784	3623506.7251410387
ENSG00000273406	cg00002116	3618001.830966286
ENSG00000259883	cg00000721	3605271.0679477607
ENSG00000214198	cg00001809	3599639.8694612226
ENSG00000254092	cg00003345	3598958.691296261
ENSG00000197421	cg00004055	3589240.682932768
ENSG00000214062	cg00001582	3584572.7828934314
ENSG00000278099	cg00001687	3580375.795275312
ENSG00000179262	cg00001854	3579558.6294440096
ENSG00000233540	cg00004055	3579510.680989656
ENSG00000270469	cg00004067	3565725.8185886024
ENSG00000236040	cg00004082	3562364.6066484833
ENSG00000276644	cg00004067	3530898.7876908183
ENSG00000267108	cg00004067	3528630.0688965786
ENSG00000242268	cg00000924	3521432.307068414
ENSG00000064225	cg00000734	3520090.4944059304
ENSG00000158486	cg00000721	3518641.215318224
ENSG00000166391	cg00003578	3513211.0609747833
ENSG00000118972	cg00002116	3511371.4246460637
ENSG00000240423	cg00000734	3509391.6745581776
ENSG00000179262	cg00002591	3508313.7704894133
ENSG00000070081	cg00001349	3501609.993553191
ENSG00000231105	cg00000289	3495057.0441993503
ENSG00000269416	cg00004072	3491714.2553822016
ENSG00000057294	cg00000734	3430506.9678093637
ENSG00000264576	cg00004067	3421449.9992764443
ENSG00000127511	cg00002116	3405316.454351291
ENSG00000214198	cg00002224	3389030.0122558605
ENSG00000267108	cg00003298	3367592.463708771
ENSG00000078237	cg00002236	3366551.615046824
ENSG00000275265	cg00002116	3364908.347832774
ENSG00000266644	cg00001874	3337670.1286489316
ENSG00000234900	cg00002531	3327465.170448891
ENSG00000266261	cg00002426	3307237.737863399
ENSG00000127511	cg00002810	3297154.3936223523
ENSG00000102174	cg00001261	3273790.965461174
ENSG00000252628	cg00000905	3273249.588277257
ENSG00000227766	cg00000905	3264607.464495738
ENSG00000269148	cg00000714	3252823.206209098
ENSG00000258630	cg00000769	3241456.037020097
ENSG00000234881	cg00003173	3225364.2523778044
ENSG00000280159	cg00001446	3221402.0464479867
ENSG00000240423	cg00003969	3217088.6197641985
ENSG00000167700	cg00000948	3213689.234986162
ENSG00000206072	cg00002531	3205722.9691718565
ENSG00000185105	cg00002593	3204049.771161203
ENSG00000064225	cg00003345	3203200.4010328357
ENSG00000197421	cg00003578	3196954.8361364
ENSG00000185105	cg00004055	3192188.5904414924
ENSG00000259883	cg00003287	3187133.452446796
ENSG00000269416	cg00002808	3177778.7888850854
ENSG00000267108	cg00002116	3170236.23274882
ENSG00000240423	cg00002236	3166014.5092138294
ENSG00000280159	cg00002531	3164333.4961972237
ENSG00000172137	cg00001349	3154940.1342661576
ENSG00000225269	cg00000924	3145972.4153930056
ENSG00000225275	cg00002719	3134429.5198993124
ENSG00000242041	cg00001687	3128697.168986159
ENSG00000266644	cg00000363	3126934.9230058705
ENSG00000102174	cg00002145	3116251.1933345227
ENSG00000276644	cg00000924	3094491.204617031
ENSG00000254092	cg00002591	3092543.819363864
ENSG00000231981	cg00002464	3090473.155096081
ENSG00000258630	cg00002646	3090324.727782834
ENSG00000167700	cg00002930	3087003.615953937
ENSG00000185105	cg00002591	3085177.0959228245
ENSG00000252628	cg00002808	3057798.267723992
ENSG00000064601	cg00002719	3055033.7568256273
ENSG00000233540	cg00001349	3039354.6748483353
ENSG00000070081	cg00004089	3038803.6190695935
ENSG00000258630	cg00002406	3036968.2170137153
ENSG00000197421	cg00003202	3022397.561056395
ENSG00000057294	cg00000714	3020971.1925109024
ENSG00000179833	cg00000622	3006562.9703454743
ENSG00000060642	cg00003994	2995146.2639232804
ENSG00000064225	cg00002464	2984728.8526163497
ENSG00000008517	cg00001349	2983541.3924394827
ENSG00000196167	cg00002660	2967584.6946880096
ENSG00000102174	cg00003529	2964745.0210578367
ENSG00000078237	cg00002808	2920557.8473280375
ENSG00000275479	cg00000236	2912678.504472404
ENSG00000064601	cg00003513	2890364.612628749
ENSG00000215246	cg00001791	2876284.276031829
ENSG00000259883	cg00003173	2866489.5499459817
ENSG00000269416	cg00003298	2863404.3458159743
ENSG00000259883	cg00002810	2859755.9643149646
ENSG00000166368	cg00002224	2856419.5568848085
ENSG00000167578	cg00003091	2844520.9495550664
ENSG00000172137	cg00002490	2834887.581984303
ENSG00000275265	cg00000905	2833840.488031807
ENSG00000182141	cg00000769	2811049.831713816
ENSG00000270469	cg00000165	2803556.900088478
ENSG00000167768	cg00003298	2802168.106017514
ENSG00000214198	cg00002719	2799437.3506183606
ENSG00000206072	cg00001854	2791092.9225060153
ENSG00000231105	cg00001245	2759863.311640978
ENSG00000231105	cg00000622	2736266.386317221
ENSG00000275479	cg00000658	2734823.4922069716
ENSG00000167700	cg00001687	2729115.065487434
ENSG00000273055	cg00002719	2718829.7870066166
ENSG00000182141	cg00001364	2694557.0207648072
ENSG00000134108	cg00003784	2672120.284624393
ENSG00000008517	cg00004067	2669470.906744628
ENSG00000262950	cg00002190	2668447.995657242
ENSG00000179833	cg00000734	2654795.013119166
ENSG00000254131	cg00000957	2648948.2744064103
ENSG00000179833	cg00001791	2633264.141507845
ENSG00000280159	cg00004082	2620349.867276812
ENSG00000233540	cg00003287	2608936.5522241937
ENSG00000278923	cg00002190	2602688.444137935
ENSG00000259883	cg00001854	2591764.5023437585
ENSG00000134108	cg00003969	2579950.464960409
ENSG00000270112	cg00003173	2569628.708573205
ENSG00000264104	cg00002426	2559256.9767240146
ENSG00000198242	cg00000236	2536558.975426281
ENSG00000064601	cg00000658	2536215.202875228
ENSG00000198242	cg00003173	2529281.4378599236
ENSG00000262950	cg00002236	2529192.6580101997
ENSG00000204113	cg00004067	2526008.4793666597
ENSG00000240423	cg00000622	2512021.93457318
ENSG00000230100	cg00004082	2507393.1136583714
ENSG00000153561	cg00003173	2497926.0206334437
ENSG00000078237	cg00001687	2486814.454627036
ENSG00000198242	cg00002930	2481420.818548402
ENSG00000270469	cg00001510	2479917.812843239
ENSG00000167578	cg00003173	2478963.264522483
ENSG00000172137	cg00001791	2477866.28910176
ENSG00000267108	cg00001583	2427527.1788489297
ENSG00000266644	cg00004055	2411220.226588937
ENSG00000264576	cg00000363	2405283.3627735963
ENSG00000179833	cg00002646	2396979.436527852
ENSG00000255420	cg00000905	2386053.339886975
ENSG00000008517	cg00003173	2382418.665695767
ENSG00000258630	cg00002464	2374077.899131662
ENSG00000227766	cg00001809	2355850.087432651
ENSG00000270112	cg00004082	2354903.25938958
ENSG00000167700	cg00001854	2347299.0828635776
ENSG00000231105	cg00002593	2343587.059894948
ENSG00000206072	cg00001349	2341229.1589584416
ENSG00000274219	cg00001854	2324280.4016967607
ENSG00000276644	cg00003202	2324266.386783695
ENSG00000167578	cg00000363	2309831.1411508936
ENSG00000070087	cg00002930	2306965.925025203
ENSG00000263089	cg00000622	2298470.674181142
ENSG00000198242	cg00004055	2292782.275521928
ENSG00000008517	cg00001747	2288416.400235067
ENSG00000167578	cg00004067	2265436.6867249766
ENSG00000236893	cg00002464	2264395.872885067
ENSG00000127511	cg00002490	2242585.871876764
ENSG00000234900	cg00001349	2241319.9838338685
ENSG00000134108	cg00000622	2235639.833306389
ENSG00000270469	cg00000924	2226462.568723143
ENSG00000078237	cg00003173	2217388.0163024114
ENSG00000070087	cg00002593	2210285.498632285
ENSG00000278099	cg00004067	2207725.4271698794
ENSG00000078237	cg00001249	2207105.502677279
ENSG00000070087	cg00003173	2197502.6119197607
ENSG00000234900	cg00001510	2196649.6539128334
ENSG00000259883	cg00001349	2188594.1850707782
ENSG00000198242	cg00003305	2185689.331185853
ENSG00000196167	cg00003305	2183157.3097721683
ENSG00000273055	cg00000721	2167971.49225594
ENSG00000166391	cg00001364	2152513.6788844466
ENSG00000231105	cg00004055	2119621.9652023166
ENSG00000258630	cg00000622	2118231.3047789624
ENSG00000234900	cg00002808	2108745.1203043917
ENSG00000127511	cg00003345	2107757.6567755817
ENSG00000269148	cg00003173	2107121.711317968
ENSG00000227766	cg00000236	2097980.616888652
ENSG00000127511	cg00000905	2095817.0873060946
ENSG00000134108	cg00001747	2088975.280202035
ENSG00000259883	cg00000905	2081593.6464811405
ENSG00000270469	cg00002033	2080617.3471497647
ENSG00000185105	cg00002930	2075754.3036893848
ENSG00000088179	cg00002464	2072601.2872778573
ENSG00000204113	cg00001446	2070368.0706935292
ENSG00000153561	cg00002224	2048933.4655351478
ENSG00000172137	cg00003578	2046770.2647138252
ENSG00000273055	cg00002464	2032264.0930835824
ENSG00000167768	cg00002593	2026315.162672189
ENSG00000278099	cg00001245	2020291.460877698
ENSG00000095587	cg00003305	2018693.042539253
ENSG00000271647	cg00002531	2011748.4491516962
ENSG00000182141	cg00003345	2005126.7084743758
ENSG00000260900	cg00001854	2004179.1172110236
ENSG00000267108	cg00002531	1996840.3226538824
ENSG00000225275	cg00004072	1992880.5535125553
ENSG00000214198	cg00004082	1988920.2212076983
ENSG00000179262	cg00000924	1986218.5041004294
ENSG00000269148	cg00004089	1977378.9860212773
ENSG00000231105	cg00000948	1969199.1568303157
ENSG00000214198	cg00000236	1968705.9417121068
ENSG00000258630	cg00001510	1964561.8458430564
ENSG00000198242	cg00002033	1962648.8323798229
ENSG00000263089	cg00001854	1955338.6358474349
ENSG00000179833	cg00000658	1946410.7277224292
ENSG00000270112	cg00000905	1943286.7078946615
ENSG00000234943	cg00002145	1938412.8848726822
ENSG00000276644	cg00000769	1934202.758279407
ENSG00000179833	cg00003305	1921019.8908321494
ENSG00000266644	cg00000236	1903474.5414520437
ENSG00000060642	cg00003529	1898723.2397406672
ENSG00000185105	cg00001791	1895241.1458454884
ENSG00000166391	cg00002591	1892750.065882523
ENSG00000064601	cg00003969	1883080.4224519748
ENSG00000166368	cg00000658	1875351.631143366
ENSG00000070081	cg00003969	1871980.4678309897
ENSG00000276644	cg00004055	1868292.7148696163
ENSG00000267108	cg00002464	1866353.3783575841
ENSG00000263089	cg00004067	1864766.7957891608
ENSG00000185105	cg00002116	1862099.6256012914
ENSG00000280038	cg00003625	1858931.5937807965
ENSG00000268465	cg00001364	1851939.555375526
ENSG00000197421	cg00002930	1839097.5379911046
ENSG00000242041	cg00002531	1836787.4347065273
ENSG00000161558	cg00002116	1835219.6158650825
ENSG00000258630	cg00002116	1834512.6461288065
ENSG00000234900	cg00003202	1831767.1620508998
ENSG00000206072	cg00001687	1814455.3329925141
ENSG00000231981	cg00004067	1811363.7042929893
ENSG00000197421	cg00002236	1807363.9450186866
ENSG00000227766	cg00001245	1802547.2726822535
ENSG00000270469	cg00002464	1792149.5979069697
ENSG00000214062	cg00000924	1779790.3654730362
ENSG00000166634	cg00000292	1775705.8292264633
ENSG00000271647	cg00002224	1770782.1713722048
ENSG00000261789	cg00003298	1766635.484907912
ENSG00000064601	cg00003181	1758942.651327143
ENSG00000227535	cg00000289	1750012.8164715343
ENSG00000269148	cg00002591	1747657.600609216
ENSG00000270112	cg00000948	1746928.753831573
ENSG00000267108	cg00002449	1739171.658252365
ENSG00000254092	cg00000734	1735434.9967111542
ENSG00000227766	cg00002660	1727386.0090788198
ENSG00000070081	cg00002531	1725366.1779420676
ENSG00000070087	cg00002224	1724402.6875729961
ENSG00000102174	cg00001349	1712578.9583330366
ENSG00000254092	cg00000957	1709053.9720802777
ENSG00000254131	cg00003578	1708833.290809189
ENSG00000060642	cg00000236	1707957.8397216555
ENSG00000064601	cg00003298	1704477.8407725722
ENSG00000234900	cg00000721	1700232.5531543158
ENSG00000070081	cg00000905	1698929.4993216651
ENSG00000242041	cg00002660	1696083.1220527308
ENSG00000220993	cg00000236	1688316.9281573258
ENSG00000197421	cg00002810	1685193.6760426061
ENSG00000167700	cg00000363	1680148.2064645872
ENSG00000196167	cg00002190	1678059.3846651046
ENSG00000236893	cg00002808	1673596.268202162
ENSG00000266261	cg00001583	1669905.3326470323
ENSG00000214198	cg00000658	1665175.120628296
ENSG00000270469	cg00002646	1663172.2408920233
ENSG00000127511	cg00002809	1662823.442108481
ENSG00000275265	cg00002224	1662800.0014205829
ENSG00000270112	cg00001249	1660502.8803583714
ENSG00000197421	cg00002593	1658412.5164981312
ENSG00000167578	cg00003969	1657662.7986783744
ENSG00000070087	cg00000236	1657484.5828265126
ENSG00000269148	cg00000622	1656744.7093520064
ENSG00000278099	cg00004082	1655699.5659255534
ENSG00000102174	cg00001874	1654894.4991925848
ENSG00000166391	cg00003173	1646682.7796011972
ENSG00000204113	cg00000769	1639377.3879636975
ENSG00000280038	cg00002809	1637732.928857056
ENSG00000166391	cg00003345	1631871.3404610562
ENSG00000134108	cg00004067	1626684.2887193123
ENSG00000227766	cg00002591	1626449.5764027857
ENSG00000182141	cg00002464	1625366.6476540077
ENSG00000127511	cg00000029	1623528.2780330614
ENSG00000270469	cg00000957	1618839.8371686828
ENSG00000070081	cg00002490	1616302.7311031003
ENSG00000153561	cg00001687	1614571.2120564573
ENSG00000206072	cg00003578	1613875.7440479393
ENSG00000179833	cg00000957	1612408.7705019005
ENSG00000070081	cg00002810	1611186.1982053262
ENSG00000057294	cg00004055	1602911.3943128008
ENSG00000008517	cg00003969	1598122.8603416788
ENSG00000182141	cg00002116	1597243.6712660242
ENSG00000240423	cg00002464	1594683.495216576
ENSG00000146083	cg00001583	1592311.532458775
ENSG00000095587	cg00003173	1591840.057334691
ENSG00000182141	cg00001582	1583797.580551602
ENSG00000266261	cg00002809	1579267.6878439921
ENSG00000182141	cg00001349	1576488.7766634787
ENSG00000172137	cg00002646	1575387.2605148565
ENSG00000167768	cg00002837	1574411.6631822223
ENSG00000064225	cg00000029	1557781.9213989137
ENSG00000280159	cg00002464	1557497.8530506317
ENSG00000263089	cg00002593	1555845.346947426
ENSG00000266261	cg00000905	1554376.1065789696
ENSG00000161558	cg00000236	1552805.7286512493
ENSG00000064601	cg00004089	1546316.2952381982
ENSG00000233540	cg00003091	1543919.2040228893
ENSG00000088179	cg00000714	1539939.8421886424
ENSG00000236893	cg00000769	1539273.8641877377
ENSG00000234900	cg00000769	1538901.3253441697
ENSG00000207000	cg00004082	1537811.2719480176
ENSG00000280038	cg00001687	1536546.527094875
ENSG00000227766	cg00001364	1532281.2935983324
ENSG00000261789	cg00002597	1523007.2181105637
ENSG00000179833	cg00004067	1521986.258857986
ENSG00000166007	cg00002591	1521649.1829615172
ENSG00000233540	cg00001809	1521010.1841279052
ENSG00000134108	cg00003091	1519318.3951054106
ENSG00000231105	cg00003173	1517526.783637961
ENSG00000127511	cg00000236	1514680.4895422296
ENSG00000172137	cg00003969	1511764.5278966113
ENSG00000166391	cg00002808	1507798.157670512
ENSG00000185105	cg00001687	1503027.8298964177
ENSG00000275479	cg00003625	1502600.247798946
ENSG00000064225	cg00002597	1501226.0660152119
ENSG00000204113	cg00003202	1496817.7987840278
ENSG00000233540	cg00002591	1495056.049758948
ENSG00000236893	cg00001349	1493731.2474097149
ENSG00000266261	cg00000029	1485860.376970815
ENSG00000127511	cg00000948	1485637.3504560317
ENSG00000127511	cg00001747	1478258.028003077
ENSG00000263089	cg00002464	1477778.9329548173
ENSG00000153561	cg00004082	1477068.2843964545
ENSG00000153561	cg00002426	1476483.8549538113
ENSG00000158486	cg00003625	1474819.9646515367
ENSG00000185105	cg00001245	1472417.4499580571
ENSG00000266261	cg00003173	1471411.4380309628
ENSG00000214198	cg00001582	1470791.2447258788
ENSG00000263089	cg00000658	1470117.470111378
ENSG00000182141	cg00003513	1466298.5659104758
ENSG00000196167	cg00001809	1463242.037407653
ENSG00000172137	cg00002224	1460963.151732842
ENSG00000134108	cg00001349	1452096.0405480396
ENSG00000260900	cg00000236	1451018.9724758745
ENSG00000231981	cg00002033	1449692.4802867314
ENSG00000185105	cg00000957	1442478.508131335
ENSG00000167768	cg00000029	1441566.9931825728
ENSG00000167578	cg00000292	1440551.5772734685
ENSG00000266644	cg00003345	1438044.0708639033
ENSG00000271616	cg00002808	1437572.8073670382
ENSG00000255420	cg00002597	1430402.976277663
ENSG00000261789	cg00002930	1426678.088971242
ENSG00000179833	cg00000948	1425996.3982873424
ENSG00000225269	cg00003091	1425199.1426064563
ENSG00000060642	cg00001364	1423688.183148989
ENSG00000263089	cg00000948	1423457.2174244458
ENSG00000271616	cg00000292	1422630.857987794
ENSG00000264576	cg00002145	1419097.9442740062
ENSG00000158486	cg00002646	1414843.8271929775
ENSG00000268465	cg00004067	1413883.1105263624
ENSG00000269416	cg00002236	1412728.200866192
ENSG00000060642	cg00001747	1410201.613861075
ENSG00000271647	cg00003578	1407508.0696559686
ENSG00000146083	cg00002646	1402702.834528469
ENSG00000270469	cg00004055	1401995.2413249162
ENSG00000158486	cg00004072	1401432.1538541263
ENSG00000182141	cg00002236	1401388.4405123314
ENSG00000254131	cg00004082	1400950.7552187457
ENSG00000166391	cg00002406	1395710.3495862468
ENSG00000231981	cg00000769	1387504.1721175031
ENSG00000182141	cg00002190	1380657.6479245631
ENSG00000254092	cg00001583	1380496.0554554355
ENSG00000278923	cg00000924	1375532.870403024
ENSG00000280159	cg00000622	1373742.60555363
ENSG00000231981	cg00003298	1371426.7459243385
ENSG00000166391	cg00000714	1370304.9056122787
ENSG00000270469	cg00000363	1364773.5448969326
ENSG00000267108	cg00003345	1363671.3099221652
ENSG00000088179	cg00001854	1361556.9247647778
ENSG00000252628	cg00002490	1361000.4819313553
ENSG00000064601	cg00003994	1357449.6278230005
ENSG00000179833	cg00003625	1357421.8840060744
ENSG00000064225	cg00001582	1356892.8272819705
ENSG00000234900	cg00003994	1354633.2424045317
ENSG00000234900	cg00001261	1352733.9932578462
ENSG00000095587	cg00002033	1351774.0908578958
ENSG00000207000	cg00000363	1346674.6876747762
ENSG00000057294	cg00002597	1345548.8002525747
ENSG00000166391	cg00002145	1344758.8474068386
ENSG00000214062	cg00000363	1342080.8142141125
ENSG00000234943	cg00002406	1341380.184026984
ENSG00000166368	cg00004082	1339729.1833960167
ENSG00000271647	cg00001687	1338777.2118556653
ENSG00000266644	cg00001364	1336629.728248821
ENSG00000206072	cg00001582	1336097.9752843606
ENSG00000102174	cg00001245	1334658.5039975084
ENSG00000167768	cg00002810	1331816.101567181
ENSG00000242268	cg00004067	1324924.3273475464
ENSG00000102174	cg00001583	1324242.1530772925
